doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
lazada-return-policy,data/k4_ecommerce/return-policy-lazada.md,Chính sách đổi trả,https://cdn.contract.alibaba.com/terms/common_platform_service/20260713181356461/20260713181356461.html?spm=a2o4n.tm80089364.9817169850.6.41892887K8GFND&lng=en,2026-08-03,2026.1,example-template-replace-me
lazada-refund-policy,data/k4_ecommerce/refund-policy-lazada.md,Chính sách hoàn tiền,https://cdn.contract.alibaba.com/terms/common_platform_service/20260713182056907/20260713182056907.html?spm=a2o4n.tm80089364.9817169850.7.41892887K8GFND&lng=en,2026-08-03,2026.1,example-template-replace-me
lazada-term-of-use,data/k4_ecommerce/term-of-use-lazada.md,Điều khoản sử dụng,https://cdn.contract.alibaba.com/terms/common_platform_service/20260713175157767/20260713175157767.html?spm=a2o4n.tm80089364.9817169850.1.41892887K8GFND&lng=en,2026-08-03,2026.1,example-template-replace-me
lazada-terms-and-conditions-of-sale,data/k4_ecommerce/terms-and-conditions-of-sale-lazada.md,Điều khoản và điều kiện mua bán,https://cdn.contract.alibaba.com/terms/common_platform_service/20260713175615185/20260713175615185.html?spm=a2o4n.tm80089364.9817169850.2.41892887K8GFND&lng=en,2026-08-03,2026.1,example-template-replace-me
lazada-payment-term-of-use,data/k4_ecommerce/payment-term-of-use-lazada.md,Điều khoản thanh toán,https://cdn.contract.alibaba.com/terms/common_platform_service/20260713182423790/20260713182423790.html?spm=a2o4n.tm80089364.9817169850.10.41892887K8GFND&lng=en,2026-08-03,2026.1,example-template-replace-me
